Country,City,AQI Category,CO AQI Value,Ozone AQI Value,NO2 AQI Value,PM2.5 AQI Value,SO2,Continent
India,Sopur,Unhealthy,1,49,0,108,1,Asia
United States of America,South Salt Lake,Good,1,18,10,45,1,North America
Serbia,Srbobran,Unhealthy,1,45,0,105,2,Europe
Thailand,Sukhothai,Moderate,1,24,0,76,1,Asia
Bosnia and Herzegovina,Sanski Most,Moderate,1,32,0,57,1,Europe
Iran (Islamic Republic of),Saqqez,Moderate,1,46,0,54,9,Asia
Mauritius,Goodlands,Moderate,0,27,0,55,0,Africa
United States of America,Guymon,Good,1,27,1,41,1,North America
Germany,Halver,Moderate,1,45,0,55,4,Europe
Canada,Hawkesbury,Good,1,24,0,37,4,North America
France,Hayange,Moderate,1,54,0,66,1,Europe
Belgium,Herzele,Moderate,1,37,2,51,3,Europe
United States of America,Homewood,Moderate,1,85,2,47,2,North America
United States of America,Homewood,Moderate,1,85,2,47,2,North America
Peru,Huamachuco,Good,0,11,0,10,2,South America
United States of America,Hurst,Moderate,2,39,4,73,2,North America
United Kingdom of Great Britain and Northern Ireland,Hyde,Good,1,37,1,39,2,Europe
Brazil,Ibitinga,Moderate,1,24,1,65,1,South America
Brazil,Igarapava,Good,1,23,0,36,1,South America
Germany,Illertissen,Moderate,1,56,0,64,1,Europe
Colombia,Istmina,Good,1,19,0,14,0,South America
Brazil,Itanhandu,Good,1,20,0,42,4,South America
Brazil,Itirapina,Moderate,1,24,0,61,4,South America
State of Palestine,Jerusalem,Moderate,1,85,2,86,2,Asia
Ethiopia,Jinka,Good,1,13,0,38,0,Africa
Zimbabwe,Karoi,Good,0,25,0,25,0,Africa
Hungary,Kazincbarcika,Moderate,1,50,0,63,1,Europe
Switzerland,Chur,Good,1,26,1,34,0,Europe
Italy,Collecchio,Moderate,1,34,5,84,1,Europe
Germany,Cologne,Moderate,1,35,2,53,3,Europe
United States of America,Connersville,Moderate,2,24,12,60,1,North America
Brazil,Cordeiro,Moderate,1,10,4,56,3,South America
United States of America,Covina,Unhealthy,4,6,33,112,12,North America
Serbia,Crvenka,Unhealthy,1,42,0,103,2,Europe
Brazil,Cururupu,Moderate,1,22,0,52,0,South America
Italy,Casalmaggiore,Moderate,2,44,4,79,5,Europe
Italy,Castelfranco Veneto,Moderate,2,48,3,59,2,Europe
Venezuela (Bolivarian Republic of),Catia La Mar,Good,1,18,6,43,0,South America
Turkey,Ceyhan,Moderate,1,42,0,60,3,Asia
Italy,Desio,Moderate,2,28,8,73,2,Europe
Belgium,Dilbeek,Good,1,27,4,48,2,Europe
China,Dunhua,Moderate,2,35,0,53,0,Asia
United States of America,East Peoria,Good,2,25,6,48,2,North America
United States of America,Eau Claire,Good,1,34,2,36,3,North America
United States of America,Edinburg,Unhealthy,3,15,6,156,1,North America
United States of America,El Centro,Good,1,31,6,37,1,North America
Russian Federation,Elkhotovo,Good,1,40,1,38,1,Europe
Italy,Empoli,Moderate,1,47,3,67,1,Europe
Italy,Torre Santa Susanna,Good,1,47,1,37,0,Europe
Japan,Tsurugashima,Moderate,1,50,2,63,5,Asia
Mexico,Tulancingo,Unhealthy,2,10,6,166,3,North America
Myanmar,Thongwa,Good,0,25,0,38,0,Asia
India,Tilhar,Unhealthy,3,112,1,156,4,Asia
United States of America,Glassboro,Moderate,2,22,13,52,3,North America
United States of America,Grand Island,Moderate,1,31,2,52,2,North America
United States of America,Grand Island,Moderate,1,31,2,52,3,North America
Germany,Greven,Good,0,33,1,37,4,Europe
Germany,Grevenbroich,Good,1,26,4,43,2,Europe
Italy,Grezzana,Unhealthy,2,31,6,127,1,Europe
Netherlands,Groesbeek,Good,0,32,2,38,1,Europe
United States of America,West Carson,Moderate,2,12,29,90,5,North America
United States of America,West Lafayette,Moderate,2,21,12,61,1,North America
United States of America,White Oak,Moderate,2,26,15,71,2,North America
United States of America,White Oak,Moderate,2,26,15,71,4,North America
United States of America,Whitefish Bay,Good,1,22,10,50,3,North America
Netherlands,Wijchen,Good,1,21,7,38,1,Europe
United States of America,Wilmington Island,Moderate,1,37,5,54,2,North America
United States of America,Windsor Locks,Moderate,2,21,12,58,1,North America
China,Xinqing,Good,1,32,0,48,0,Asia
Netherlands,Zandvoort,Moderate,1,37,4,55,3,Europe
Mexico,Teoloyucan,Unhealthy,4,7,15,160,4,North America
Thailand,Pran Buri,Good,0,18,0,35,0,Asia
United States of America,Prescott Valley,Good,1,13,5,37,2,North America
Mexico,Puerto Escondido,Good,1,20,1,50,1,North America
Mexico,Puerto Escondido,Good,1,20,1,50,4,North America
Croatia,Pula,Good,1,43,0,17,1,Europe
China,Puqi,Unhealthy,3,151,2,83,11,Asia
United States of America,Rancho San Diego,Moderate,2,10,22,64,4,North America
Denmark,Randers,Good,1,33,1,25,0,Europe
Spain,Redondela,Good,0,27,2,18,2,Europe
Germany,Ronnenberg,Good,0,33,1,37,3,Europe
United Republic of Tanzania,Same,Good,1,15,0,28,0,Africa
United Republic of Tanzania,Same,Good,1,15,0,28,0,Africa
United States of America,San Benito,Unhealthy,2,18,5,124,2,North America
Italy,San Martino Buon Albergo,Unhealthy,2,31,6,125,1,Europe
Philippines,San Nicolas,Moderate,1,23,1,62,12,Asia
Philippines,San Nicolas,Moderate,1,23,1,62,12,Asia
Philippines,San Nicolas,Moderate,1,23,1,62,4,Asia
India,Sandur,Moderate,0,24,0,57,1,Asia
Spain,Sant Just Desvern,Moderate,1,23,9,62,2,Europe
Italy,Santa Marinella,Good,1,37,2,19,0,Europe
United States of America,Sapulpa,Moderate,1,31,2,71,1,North America
Brazil,Saubara,Good,0,16,2,26,1,South America
Thailand,Sawankhalok,Moderate,0,23,0,73,1,Asia
Germany,Ottweiler,Moderate,1,30,3,52,1,Europe
Brazil,Palmeira,Good,0,15,0,29,1,South America
Romania,Pantelimon,Good,1,37,4,50,3,Europe
United States of America,Park Forest,Moderate,2,32,9,53,3,North America
Brazil,Pato Branco,Good,1,17,0,13,1,South America
Indonesia,Payakumbuh,Moderate,1,25,0,61,0,Asia
United States of America,Pflugerville,Good,1,20,2,29,1,North America
Italy,Polistena,Moderate,1,43,3,59,1,Europe
Japan,Shiojiri,Good,1,42,0,10,2,Asia
India,Sikandarpur,Unhealthy,5,182,1,186,6,Asia
India,Sikandarpur,Unhealthy,5,182,1,186,5,Asia
Colombia,Sincelejo,Moderate,2,1,8,62,0,South America
India,Sirsi,Moderate,0,24,0,54,3,Asia
India,Sirsi,Moderate,0,24,0,54,1,Asia
United States of America,Smyrna,Moderate,1,28,5,70,1,North America
United States of America,Smyrna,Moderate,1,28,5,70,1,North America
United States of America,Smyrna,Moderate,1,28,5,70,1,North America
Madagascar,Soavinandriana,Good,1,21,0,44,0,Africa
United States of America,Solana Beach,Moderate,2,7,24,66,3,North America
United States,Swampscott,Good,1,27,6,29,3,North America
United States of America,Swansea,Good,1,24,8,34,2,North America
United States of America,Swansea,Good,1,24,8,34,2,North America
United Kingdom of Great Britain and Northern Ireland,Swindon,Good,1,21,6,50,1,Europe
Canada,Sylvan Lake,Good,1,39,0,10,0,North America
United States of America,Syosset,Moderate,2,13,24,69,4,North America
Japan,Takarazuka,Good,1,42,2,19,5,Asia
Japan,Takeo,Good,1,49,0,36,1,Asia
Japan,Taketa,Good,1,50,0,34,8,Asia
Brazil,Nova Granada,Good,1,9,2,37,1,South America
Germany,Oberhausen,Good,1,30,2,42,3,Europe
United States of America,South Milwaukee,Moderate,2,13,25,59,2,North America
Norge,Stavanger,Good,0,29,0,14,0,Europe
India,Kannod,Unhealthy,1,42,0,150,4,Asia
Austria,Kapfenberg,Moderate,1,36,0,61,0,Europe
Zambia,Kapiri Mposhi,Good,1,17,0,33,0,Africa
Bulgaria,Karlovo,Moderate,1,41,0,66,1,Europe
Burundi,Karuzi,Good,1,20,0,45,2,Africa
Sweden,Katrineholm,Good,1,31,0,11,0,Europe
Kazakhstan,Semey,Good,1,42,0,15,1,Asia
United States of America,Shakopee,Moderate,1,33,5,55,1,North America
Brazil,Sarandi,Good,1,5,3,45,1,South America
Romania,Reghin,Good,1,40,0,45,1,Europe
Republic of North Macedonia,Resen,Moderate,1,45,1,80,1,Europe
Guatemala,Retalhuleu,Unhealthy,3,10,10,100,1,North America
South Africa,Robertson,Unhealthy,9,5,5,160,2,Africa
Ukraine,Romny,Moderate,1,32,0,59,0,Europe
France,Provins,Moderate,1,30,2,56,0,Europe
Argentina,Punta Alta,Good,0,20,0,5,0,South America
Democratic Republic of the Congo,Lubumbashi,Moderate,1,25,1,71,1,Africa
China,Mabai,Moderate,2,70,0,60,17,Asia
United States of America,North Mankato,Moderate,1,36,3,59,0,North America
United Kingdom of Great Britain and Northern Ireland,North Shields,Good,0,32,1,13,1,Europe
United States of America,Northport,Moderate,2,19,16,63,1,North America
United States of America,Nutley,Moderate,2,20,18,72,5,North America
Mexico,Navolato,Moderate,1,24,3,68,4,North America
Zambia,Nchelenge,Moderate,1,24,0,59,6,Africa
Russian Federation,Nikolsk,Moderate,1,36,0,57,1,Europe
United States of America,Morton Grove,Moderate,2,10,22,63,4,North America
China,Mianyang,Moderate,2,71,2,62,9,Asia
United States of America,Mishawaka,Moderate,2,29,8,68,3,North America
Poland,Mogilno,Good,1,34,1,44,2,Europe
Japan,Moka,Moderate,1,59,1,54,2,Asia
Japan,Moka,Moderate,1,59,1,54,1,Asia
France,Montesson,Moderate,2,28,5,70,1,Europe
United States of America,Indiana,Moderate,2,9,33,85,3,North America
Japan,Ino,Good,0,34,0,13,2,Asia
Brazil,Itabuna,Good,1,9,3,50,0,South America
Brazil,Jaguaruana,Good,0,14,0,25,0,South America
India,Kakching,Good,1,17,0,36,2,Asia
Democratic Republic of the Congo,Kindu,Unhealthy,6,43,1,160,1,Africa
Japan,Kitakami,Good,1,44,2,47,3,Asia
Kenya,Kitui,Good,1,20,0,45,0,Africa
South Africa,Knysna,Good,1,15,1,45,0,Africa
Russian Federation,Korsakov,Good,1,27,0,20,2,Europe
Colombia,Pasto,Good,0,8,1,19,0,South America
Brazil,Pedra,Good,0,11,1,25,1,South America
Thailand,Phak Hai,Moderate,1,25,1,54,3,Asia
Thailand,Phanat Nikhom,Moderate,1,18,1,53,2,Asia
United States of America,Omaha,Good,1,40,4,43,1,North America
Italy,Orbetello,Moderate,1,47,0,63,1,Europe
Russian Federation,Ostrov,Good,1,34,0,34,0,Europe
Russian Federation,Ostrov,Good,1,34,0,34,1,Europe
United States of America,Owatonna,Moderate,1,35,3,58,1,North America
Netherlands,Drimmelen,Good,1,31,5,40,2,Europe
United States of America,Dyer,Moderate,2,23,13,65,1,North America
United States of America,East Orange,Moderate,2,21,16,68,5,North America
United Kingdom of Great Britain and Northern Ireland,East Retford,Good,1,35,3,15,1,Europe
United States of America,El Mirage,Moderate,1,8,18,66,1,North America
Germany,Frankenthal,Moderate,2,25,6,71,2,Europe
Italy,Fucecchio,Moderate,1,41,3,63,1,Europe
Italy,Gallarate,Moderate,1,36,2,68,1,Europe
Italy,Gardone Val Trompia,Moderate,1,30,3,74,1,Europe
United States of America,Garfield,Moderate,2,19,18,72,3,North America
France,Gien,Good,1,31,2,39,1,Europe
Spain,Erandio,Moderate,1,16,4,55,1,Europe
Mexico,Felipe Carrillo Puerto,Moderate,1,25,0,86,0,North America
United States of America,Fort Lauderdale,Moderate,1,19,11,61,1,North America
Poland,Gubin,Moderate,1,38,2,67,1,Europe
Germany,Hammelburg,Moderate,1,36,3,62,1,Europe
United States of America,Harwich,Good,1,37,3,15,1,North America
United States of America,Harwich,Good,1,37,3,15,0,North America
Belgium,Herentals,Moderate,1,23,8,62,3,Europe
China,Hohhot,Moderate,1,44,2,64,0,Asia
Germany,Holzgerlingen,Moderate,1,37,2,61,1,Europe
Angola,Huambo,Good,1,21,0,28,0,Africa
Canada,Dawson Creek,Moderate,2,32,0,62,0,North America
China,Daye,Moderate,3,52,4,76,20,Asia
India,Dirba,Unhealthy,4,178,1,168,6,Asia
Brazil,Dois Vizinhos,Good,1,4,3,45,2,South America
Brazil,Pirapora,Good,1,2,3,46,0,South America
Sri Lanka,Point Pedro,Moderate,0,30,0,56,2,Asia
United Kingdom of Great Britain and Northern Ireland,Dawlish,Good,1,31,1,37,0,Europe
United States of America,Delano,Good,1,24,3,46,1,North America
Russian Federation,Derbent,Good,1,35,0,44,0,Europe
India,Dergaon,Moderate,4,13,7,97,5,Asia
India,Dhamtari,Unhealthy,2,49,1,154,13,Asia
United States of America,Dumont,Moderate,1,46,3,53,5,North America
United States of America,Dumont,Moderate,1,46,3,53,2,North America
United States of America,East Providence,Moderate,1,44,2,51,2,North America
United States of America,Naples,Good,0,31,0,24,1,North America
United States of America,Naples,Good,0,31,0,24,1,North America
Russian Federation,Neftegorsk,Good,1,45,0,10,1,Europe
Norge,Nesoddtangen,Good,1,43,0,14,0,Europe
Japan,Nichinan,Good,1,41,2,35,3,Asia
Finland,Nivala,Good,1,33,0,2,0,Europe
United States of America,Norton Shores,Good,1,28,1,50,0,North America
Slovenia,Novo Mesto,Moderate,1,48,0,75,2,Europe
United States of America,Oak Forest,Moderate,1,34,4,56,2,North America
Japan,Ogawa,Moderate,2,11,18,82,8,Asia
Japan,Okegawa,Moderate,2,19,23,89,7,Asia
Poland,Rumia,Good,1,35,0,24,0,Europe
United States of America,Sachse,Moderate,2,27,6,71,2,North America
Mexico,Salvatierra,Moderate,1,31,1,57,3,North America
Peru,Santa,Good,0,19,0,41,2,South America
United States of America,Reidsville,Good,1,47,0,20,9,North America
Mexico,Acala,Unhealthy,3,4,7,112,1,North America
Japan,Akishima,Moderate,1,48,1,62,8,Asia
Malaysia,Alor Setar,Moderate,1,35,0,55,0,Asia
Mexico,Ameca,Good,1,14,2,50,2,North America
Japan,Arai,Moderate,2,52,2,65,6,Asia
Italy,Arcola,Good,1,37,3,50,1,Europe
Italy,Argenta,Moderate,1,47,1,64,1,Europe
India,Alwaye,Moderate,1,25,1,83,3,Asia
Brazil,Arcos,Good,1,9,1,40,1,South America
United States of America,Arecibo,Moderate,0,23,0,74,1,North America
Italy,Angri,Moderate,1,47,3,56,1,Europe
United Kingdom of Great Britain and Northern Ireland,Arbroath,Good,0,27,1,11,1,Europe
Russian Federation,Arzgir,Good,1,34,0,32,1,Europe
Brazil,Atalaia,Good,0,17,1,27,0,South America
Nigeria,Awka,Unhealthy,8,30,5,154,3,Africa
Brazil,Bacabal,Moderate,1,1,2,53,0,South America
Germany,Bad Driburg,Good,1,36,1,40,2,Europe
Pakistan,Lalian,Unhealthy,2,128,1,173,6,Asia
Cyprus,Larnaca,Good,1,50,0,37,1,Asia
Cuba,Las Tunas,Moderate,1,20,2,53,2,North America
United States of America,Lawton,Moderate,1,24,2,81,0,North America
Germany,Leimen,Moderate,1,35,4,54,1,Europe
India,Kandi,Unhealthy,3,150,2,103,8,Asia
Australia,Katherine,Good,0,18,0,11,0,Oceania
Pakistan,Khuzdar,Unhealthy,0,43,0,151,1,Asia
United Kingdom of Great Britain and Northern Ireland,Kilwinning,Good,1,27,2,26,1,Europe
Zimbabwe,Kwekwe,Good,1,18,0,37,1,Africa
United States of America,Laguna Niguel,Moderate,2,18,14,55,2,North America
United States of America,East Longmeadow,Moderate,1,22,10,57,3,North America
Nigeria,Ede,Moderate,2,21,2,74,1,Africa
Nigeria,Ede,Moderate,2,21,2,74,0,Africa
Turkey,Edremit,Moderate,1,38,0,58,6,Asia
Germany,Marienberg,Moderate,1,47,0,53,1,Europe
United States of America,Marion,Good,1,38,1,48,0,North America
United States of America,Marion,Good,1,38,1,48,0,North America
United States of America,Marion,Good,1,38,1,48,0,North America
United States of America,Marion,Good,1,38,1,48,1,North America
United States of America,Marion,Good,1,38,1,48,1,North America
United States of America,Middleton,Moderate,1,34,1,56,2,North America
United States of America,Middleton,Moderate,1,34,1,56,3,North America
United States of America,Middleton,Moderate,1,34,1,56,1,North America
United States of America,Middleton,Moderate,1,34,1,56,0,North America
India,Mihona,Unhealthy,4,101,4,171,4,Asia
Uganda,Mityana,Moderate,2,14,1,90,0,Africa
France,Montmorency,Moderate,1,45,1,68,2,Europe
United States of America,Moultrie,Moderate,1,74,1,37,1,North America
India,Multai,Unhealthy,2,14,9,162,0,Asia
India,Naduvattam,Moderate,2,17,4,78,1,Asia
Croatia,Zagreb,Moderate,1,67,0,75,2,Europe
Germany,Zittau,Moderate,1,43,1,55,1,Europe
Italy,Zola Predosa,Moderate,1,59,0,57,1,Europe
Japan,Zushi,Moderate,1,39,7,67,7,Asia
United States of America,Yonkers,Moderate,1,39,5,54,2,North America
Ukraine,Yuzhne,Good,1,35,0,48,1,Europe
Serbia,Gornji Milanovac,Moderate,1,39,0,59,5,Europe
United Kingdom of Great Britain and Northern Ireland,Greenock,Moderate,1,24,3,57,5,Europe
France,Grigny,Moderate,2,20,6,73,1,Europe
France,Grigny,Moderate,2,20,6,73,1,Europe
Italy,Grottammare,Moderate,2,35,8,59,1,Europe
Uzbekistan,Gurlan,Moderate,1,44,0,60,1,Asia
United States of America,Haddonfield,Moderate,1,38,5,70,1,North America
China,Hanzhong,Unhealthy,2,112,0,76,4,Asia
United States of America,Hemet,Moderate,2,13,12,55,2,North America
Germany,Hoyerswerda,Moderate,1,36,2,80,2,Europe
Peru,Huaral,Unhealthy,4,11,10,137,2,South America
China,Hunchun,Good,1,35,0,21,0,Asia
Brasil,Iguape,Moderate,4,6,3,76,1,South America
Denmark,Herning,Good,0,32,0,24,0,Europe
Mexico,Hidalgo,Moderate,1,22,0,78,1,North America
Pakistan,Kharian,Unhealthy,3,146,0,158,5,Asia
United Republic of Tanzania,Kibaha,Good,1,19,0,42,0,Africa
United States of America,Kilgore,Moderate,1,19,14,51,1,North America
Democratic Republic of the Congo,Kinshasa,Unhealthy,21,105,7,216,96,Africa
United Kingdom of Great Britain and Northern Ireland,Kirkby,Good,1,34,3,21,2,Europe
Japan,Kitamoto,Moderate,1,48,2,60,5,Asia
Sri Lanka,Kolonnawa,Moderate,0,23,1,71,1,Asia
Russian Federation,Kostomuksha,Good,1,32,0,10,1,Europe
Russian Federation,Shchuchye,Good,1,35,0,18,1,Europe
Turkey,Simav,Good,1,49,0,50,5,Asia
Uganda,Sironko,Moderate,2,18,1,78,2,Africa
Netherlands,Werkendam,Good,1,38,1,35,4,Europe
United States of America,West Babylon,Moderate,2,38,9,63,2,North America
United States of America,West Puente Valley,Unhealthy,4,13,25,154,4,North America
United States of America,West Sacramento,Good,1,29,5,45,0,North America
Germany,Winnenden,Moderate,1,56,0,65,2,Europe
Poland,Wronki,Good,1,42,0,25,1,Europe
Sweden,Visby,Good,1,36,0,13,1,Europe
Germany,Voerde,Moderate,1,40,1,54,2,Europe
New Zealand,Waitakere,Moderate,0,30,0,70,2,Oceania
United States of America,Warner Robins,Moderate,1,72,3,39,3,North America
United States of America,Wausau,Moderate,1,27,1,57,1,North America
Germany,Erftstadt,Moderate,1,35,3,54,3,Europe
Italy,Fasano,Moderate,1,51,1,55,1,Europe
United States of America,Findlay,Good,2,27,6,39,3,North America
Italy,Fossano,Unhealthy,2,23,5,109,1,Europe
Germany,Friedrichshafen,Good,2,26,6,46,2,Europe
Indonesia,Madiun,Unhealthy,6,3,20,169,1,Asia
India,Malappuram,Unhealthy,3,16,6,132,5,Asia
Philippines,Mamburao,Good,1,18,0,34,5,Asia
Philippines,Mankayan,Good,1,21,3,31,4,Asia
Cuba,Mantua,Good,0,37,0,15,1,North America
Cuba,Mantua,Good,0,37,0,15,2,North America
Iran (Islamic Republic of),Marand,Moderate,1,44,0,86,2,Asia
Turkey,Mardin,Moderate,1,46,0,58,1,Asia
United Kingdom of Great Britain and Northern Ireland,Clydebank,Good,1,35,1,37,6,Europe
United States of America,Cocoa,Moderate,1,63,2,30,1,North America
United States of America,Coffeyville,Moderate,1,45,1,52,1,North America
Honduras,Comayagua,Moderate,1,21,0,55,0,North America
United States of America,Culver City,Unhealthy,3,12,28,131,7,North America
Brazil,Piraquara,Good,1,17,1,40,2,South America
United States of America,Pooler,Moderate,2,76,2,38,2,North America
Mexico,Progreso,Moderate,1,28,0,60,1,North America
Mexico,Progreso,Moderate,1,28,0,60,1,North America
Mexico,Progreso,Moderate,1,28,0,60,0,North America
Chile,Puerto Varas,Good,1,23,1,17,2,South America
Poland,Radom,Good,1,44,0,38,2,Europe
India,Raipur,Unhealthy,1,30,2,169,4,Asia
India,Raipur,Unhealthy,1,30,2,169,4,Asia
United States of America,Opelika,Good,1,49,3,49,2,North America
Belarus,Orsha,Good,1,36,0,20,1,Europe
Portugal,Ovar,Good,0,41,0,20,2,Europe
Philippines,Padada,Moderate,1,13,3,89,1,Asia
United States of America,Palmdale,Moderate,1,38,5,64,1,North America
Brazil,Palmital,Good,1,24,0,50,3,South America
Brazil,Palmital,Good,1,24,0,50,1,South America
Brazil,Pelotas,Good,0,21,1,19,0,South America
Canada,Peterborough,Good,1,25,0,38,1,North America
Canada,Peterborough,Good,1,25,0,38,2,North America
Canada,Peterborough,Good,1,25,0,38,1,North America
United States of America,Morris,Moderate,1,24,9,54,2,North America
United States of America,Morris,Moderate,1,24,9,54,3,North America
Japan,Naka,Moderate,1,74,1,27,11,Asia
United States of America,Nanuet,Moderate,1,25,11,60,2,North America
United States of America,Naugatuck,Moderate,1,29,8,53,3,North America
Japan,Niiza,Moderate,1,62,3,41,5,Asia
United States of America,North Miami Beach,Moderate,1,12,13,57,2,North America
Italy,Novi Ligure,Moderate,1,33,3,56,1,Europe
Netherlands,Oldebroek,Good,0,33,1,27,3,Europe
India,Takhatgarh,Unhealthy,0,34,0,187,5,Asia
Brazil,Tanabi,Good,1,12,2,29,7,South America
Philippines,Tanauan,Moderate,1,23,0,63,0,Asia
Philippines,Tanauan,Moderate,1,23,0,63,2,Asia
Indonesia,Tasikmalaya,Moderate,1,27,0,56,1,Asia
United States of America,Temple,Good,0,22,2,41,1,North America
